,Unnamed: 0,course name,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
816,816,Bite-Sized Data Science with Python and Pandas: Introduction,131,23,1,12.2015,1,1,1,69.9,1,9,24,1.05,Troy Shu,131.0,1,4.3,0,0.0,0.0,0.0,0,0,0,4.3
817,817,Securing Your AI and Machine Learning Systems,121,23,1,1.202,1,1,1,349.9,1,7,40,2.1666666666666665,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,3.5
818,818,Python : Pandas & Altair Data Science & Visualization,1251,23,1,7.2022,1,1,1,69.9,1,26,109,14.566666666666666,"Ashwin Pajankar • 80,000+ Students Worldwide",84313.0,22,4.2,0,0.0,0.0,0.0,0,0,0,3.9
819,819,2022 Advanced Machine Learning and Deep Learning Projects,4713,23,1,12.2022,1,1,1,69.9,1,3,32,5.35,Laxmi Kant,47656.0,7,4.4,0,0.0,0.0,0.0,0,0,0,4.5
820,820,Python Bootcamp for Data Science and AI for Beginners - 2022,83,23,2,8.2022,1,1,1,69.9,1,6,26,8.366666666666667,Uzair Khan,5252.0,17,4.5,1,5252.0,17.0,4.5,0,0,0,4.4
821,821,IBM Watson Discovery Fundamentals,73,23,1,10.202,1,1,1,139.9,1,7,19,1.5,Johnathan Ward,73.0,1,3.9,0,0.0,0.0,0.0,0,0,0,3.9
822,822,Create Deep Learning Computer Vision Apps using Python 2020,128,23,1,11.2021,1,1,1,69.9,1,7,23,3.1166666666666667,Coding Cafe,8461.0,30,4.0,0,0.0,0.0,0.0,0,0,0,3.9
823,823,The #1 Python Data Scientist: Sentiment Analysis & More,167,23,2,5.202,1,1,1,349.9,1,7,105,16.616666666666667,Mammoth Interactive,381289.0,275,4.3,1,519351.0,304.0,4.3,0,0,0,4.3
824,824,Lazy Trading Part 6: Detect Market status with AI,461,22,2,11.2022,1,1,1,349.9,1,10,56,3.45,Vladimir Zhbanko,10478.0,12,4.1,1,809.0,3.0,4.2,1,0,0,4.0
825,825,"Machine Learning with Python, scikit-learn and TensorFlow",176,22,1,5.2018,1,1,1,349.9,1,3,111,9.416666666666666,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,0,0,0,2.5
826,826,Ranking Search Results using Machine Learning,116,23,1,12.2019,1,1,1,105.9,1,4,17,2.6333333333333333,Evergreen Technologies,15041.0,55,3.5,0,0.0,0.0,0.0,0,0,0,3.3
827,827,Natural Language Processing with Python: 3-in-1,133,22,1,8.2018,1,1,1,349.9,1,3,72,4.483333333333333,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,0,0,0,3.5
828,828,"Python 3 Data Science: NumPy, Pandas, and Time Series",2452,22,1,7.2022,1,1,1,69.9,1,26,101,13.25,"Ashwin Pajankar • 80,000+ Students Worldwide",84313.0,22,4.2,0,0.0,0.0,0.0,0,0,0,3.6
829,829,SQL JOINS Masterclass™: Learn to join 2 to 15 Tables - 2023,207,22,1,12.2022,1,1,1,699.9,1,5,296,5.183333333333334,"Donatus Obomighie | PhD, MSc, PMP",4514.0,12,4.4,0,0.0,0.0,0.0,0,0,0,4.1
830,830,Machine Learning with Apache Spark 3.0 using Scala,7109,22,1,11.2022,1,1,1,69.9,1,4,71,7.733333333333333,Bigdata Engineer,62633.0,23,3.9,0,0.0,0.0,0.0,0,0,0,4.5
831,831,A complete journey to web analytics using R tool,313,22,1,1.2019,1,1,1,349.9,1,10,61,3.966666666666667,Elementary Learners,12804.0,10,3.4,0,0.0,0.0,0.0,0,0,0,3.5
832,832,Deep Convolutional Generative Adversarial Networks (DCGAN),104,22,1,5.202,1,1,1,69.9,1,3,17,2.4,Academy of Computing & Artificial Intelligence,169329.0,19,4.0,0,0.0,0.0,0.0,0,0,0,3.5
833,833,Object Oriented Programming in Data Science,149,22,1,1.2023,1,1,0,179.9,1,10,42,10.15,Dr. Giannelos,3202.0,18,4.9,0,0.0,0.0,0.0,0,0,0,4.9
834,834,"Complete Python Data Science, Deep Learning, R Programming",2421,22,1,1.2023,1,1,1,349.9,1,28,134,23.35,Oak Academy,275303.0,256,4.5,0,0.0,0.0,0.0,1,0,0,4.6
835,835,Extra Fundamentals of R,1464,22,1,7.202,1,1,1,329.9,1,8,66,12.333333333333334,"Geoffrey Hubona, Ph.D.",31895.0,26,4.1,0,0.0,0.0,0.0,0,0,0,4.3
836,836,Machine Learning Interview Questions & Answers,13462,22,1,4.2021,1,1,1,349.9,1,11,11,3.4166666666666665,Uplatz Training,384700.0,162,3.6,0,0.0,0.0,0.0,0,0,0,2.5
837,837,"Python for Data Science - NumPy, Pandas & Scikit-Learn",14386,22,1,8.2022,1,1,1,69.9,1,40,345,1.4666666666666668,Paweł Krakowiak,247701.0,86,4.5,0,0.0,0.0,0.0,0,1,0,3.8
838,838,Introduction To Data Science Using R Programming,104,22,2,12.2018,1,1,1,139.9,1,7,55,6.983333333333333,Eduonix Learning Solutions,1250596.0,237,3.9,1,1225198.0,170.0,3.9,0,0,0,3.8
839,839,Artificial Intelligence #7 : Genetic Algorithm Optimization,1557,22,1,11.2018,1,1,1,259.9,1,5,18,1.25,Sobhan N.,22210.0,15,3.4,0,0.0,0.0,0.0,0,0,0,2.2
840,840,Recommendation system Real World Projects using Python,1839,22,1,12.2022,1,1,1,69.9,1,11,36,4.466666666666667,Shan Singh,285639.0,21,4.3,0,0.0,0.0,0.0,0,0,0,4.5
841,841,Beginning Machine Learning with AWS,120,22,1,1.2019,1,1,1,349.9,1,6,36,2.3666666666666667,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,3.2
842,842,Keras Deep Learning Python Crash Course: Learn Keras Today!,123,21,2,8.2018,1,1,1,349.9,1,7,17,1.85,The Startup Central Co.,69446.0,36,3.9,1,123.0,1.0,3.5,0,0,0,3.5
843,843,Learn How To Extract Web Data with Python and Beautiful Soup,3514,21,1,6.2021,1,1,1,69.9,1,2,16,1.4833333333333334,Bluelime Learning Solutions,745992.0,437,4.1,0,0.0,0.0,0.0,0,0,0,4.3
844,844,Scrape the Planet! Building Web Scrapers with Python,292,21,1,11.2021,1,1,1,69.9,1,6,28,10.433333333333334,Mitchell Edwards,292.0,1,4.2,0,0.0,0.0,0.0,0,0,0,4.2
845,845,"NumPy, Pandas, Matplotlib in Python using Amazon SageMaker",257,22,1,3.2021,1,1,1,69.9,1,3,28,12.383333333333333,Rajeshwar Reddy Konkisa,1610.0,3,4.0,0,0.0,0.0,0.0,0,0,0,4.0
846,846,Azure Machine Learning &  MLOps : Beginner to Advance,467,24,1,10.2022,1,1,1,459.9,1,2,39,17.666666666666668,Mohammad Ghodratigohar (MG),467.0,1,4.5,0,0.0,0.0,0.0,0,0,0,4.5
847,847,Mastering Keras,108,21,1,2.202,1,1,1,349.9,1,7,31,5.283333333333333,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,4.5
848,848,Real-World Data Science with Spark 2,336,21,1,4.2017,1,1,1,349.9,1,15,55,5.583333333333333,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,4.0
849,849,"Introduction to Big Data, AI and IoMT in Healthcare",79,21,1,12.2021,1,1,1,459.9,1,8,30,1.6333333333333333,Dr Kevin Yap,133.0,4,4.2,0,0.0,0.0,0.0,1,0,0,4.1
850,850,Professional Certificate in Data Engineering,156,21,1,2.2021,1,1,1,69.9,1,6,62,12.466666666666667,Academy of Computing & Artificial Intelligence,169329.0,19,4.0,0,0.0,0.0,0.0,0,0,0,4.2
851,851,A Tutorial on Speaker Diarization,152,21,2,7.2022,1,1,1,699.9,1,5,16,3.4333333333333336,Quan Wang,601.0,2,4.0,1,152.0,1.0,3.8,1,0,0,3.8
852,852,Machine Learning Bootcamp™: Hand-On Python in Data Science,2936,21,1,4.202,1,1,1,459.9,0,15,86,17.733333333333334,Apex Education,44594.0,15,3.8,0,0.0,0.0,0.0,0,0,0,3.0
853,853,PySpark for Data Science - Intermediate,20423,21,1,7.2021,1,1,1,349.9,1,4,16,2.15,Exam Turf,137454.0,30,4.0,0,0.0,0.0,0.0,0,0,0,4.1
854,854,Credit Default Prediction using Logistic Regression,7049,21,1,6.2021,1,1,1,349.9,1,5,19,2.783333333333333,Exam Turf,137454.0,30,4.0,0,0.0,0.0,0.0,0,0,0,3.2
855,855,Numpy Pandas in Python 2023 from Scratch by  Doing.,12027,22,1,12.2022,1,1,1,69.9,1,9,52,6.0,Temotec Learning Academy,336710.0,14,3.7,0,0.0,0.0,0.0,0,0,0,4.0
856,856,Machine Learning Projects for Healthcare,315,22,1,8.2021,1,1,1,69.9,1,3,37,3.6666666666666665,Rajeshwar Reddy Konkisa,1610.0,3,4.0,0,0.0,0.0,0.0,0,0,0,4.5
857,857,Deep Learning using Keras - Complete & Compact Dummies Guide,2164,21,1,8.2021,1,1,0,449.9,1,62,81,9.5,Abhilash Nelson,42953.0,21,4.3,0,0.0,0.0,0.0,0,0,0,4.0
858,858,Introduction to Statistics in R - A Practical Approach,125,20,1,11.202,1,1,1,105.9,1,13,142,4.766666666666667,Estefania Cassingena Navone,19368.0,12,4.6,0,0.0,0.0,0.0,1,0,1,4.4
859,859,Clean Machine Learning Code,189,21,1,2.2021,1,1,1,349.9,1,7,149,5.066666666666666,"Moussa Taifi, Ph.D.",189.0,1,3.7,0,0.0,0.0,0.0,1,0,0,3.7
860,860,LEARNING PATH: Python: Advanced Machine Learning with Python,162,20,1,2.2018,1,1,1,349.9,1,2,71,7.866666666666667,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,0,0,0,3.7
861,861,GPT-3 : A Full Guide,67,22,1,6.2021,1,1,0,349.9,0,4,25,1.9166666666666665,Vincent Terrasi,67.0,1,4.0,0,0.0,0.0,0.0,1,0,0,4.0
862,862,Develop Recommendation Engine with PYTHON 2023,3544,20,1,10.2022,1,1,1,69.9,1,9,25,1.7833333333333332,Pranjal Srivastava,121690.0,79,3.6,0,0.0,0.0,0.0,1,0,0,3.7
863,863,R for Python Data Science: Learn Data Manipulation with R,226,20,2,1.2023,1,1,1,349.9,1,11,34,4.116666666666666,Oak Academy,275303.0,256,4.5,1,48095.0,17.0,4.6,1,0,0,4.7
864,864,Real-World Machine Learning Projects with Scikit-Learn,126,20,1,9.2018,1,1,1,349.9,1,5,26,2.5666666666666664,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,0,0,0,3.7
865,865,ML Ops: Beginner,223,20,1,4.2022,1,1,1,105.9,1,6,24,3.5666666666666664,Mark Dabler,223.0,1,3.8,0,0.0,0.0,0.0,0,0,0,3.8
866,866,Python Data Science And Machine Learning,58,20,1,2.2022,1,1,1,679.9,1,4,137,11.783333333333333,Shivam Rajput,58.0,1,4.3,0,0.0,0.0,0.0,0,0,0,4.3
867,867,Machine Learning with R Programming ,95,20,1,2.2016,1,1,0,319.9,1,8,42,2.1166666666666667,Easylearning guru,11053.0,13,3.5,0,0.0,0.0,0.0,0,0,0,3.6
868,868,Statistical Modeling for Data science,141,19,1,1.202,1,1,0,349.9,1,4,17,1.2333333333333334,TechNet Consultancy,404.0,3,3.4,0,0.0,0.0,0.0,0,0,1,3.9
869,869,Deep Learning:Deep Neural Network for Beginners Using Python,63,19,2,1.2023,1,1,1,699.9,1,5,92,6.266666666666667,AI Sciences,43905.0,23,4.3,1,24012.0,23.0,4.3,0,0,0,3.9
870,870,Essential Data Science: Database and ETL With Python,92,20,1,9.2022,1,1,0,89.9,1,5,25,1.5666666666666667,Agus Kurniawan,2284.0,28,3.9,0,0.0,0.0,0.0,0,0,0,3.6
871,871,Data Wrangling with Python,88,20,1,4.2019,1,1,1,349.9,1,8,41,3.3,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,3.8
872,872,AI Academy #3: Learn Artificial Neural Networks from A-Z,2112,19,1,1.2019,1,1,1,349.9,1,8,46,4.483333333333333,Sobhan N.,22210.0,15,3.4,0,0.0,0.0,0.0,1,0,0,3.8
873,873,A Comprehensive Course on GIS Development (Part 1 The Tools),185,19,1,12.2022,1,1,1,699.9,1,5,120,20.95,ObaidiPedia Obaidi,7260.0,2,4.5,0,0.0,0.0,0.0,1,0,0,4.5
874,874,Learn Data Science and Machine Learning on Microsoft Azure,3864,19,2,5.2022,1,1,1,69.9,1,9,24,1.9666666666666668,Harshit Srivastava,148659.0,117,3.8,1,121690.0,79.0,3.6,0,0,0,4.5
875,875,Complete NumPy course - Data Science in Python,77,19,1,8.2022,1,1,1,349.9,1,2,14,1.7166666666666668,Escape Velocity Labs,6090.0,11,4.6,0,0.0,0.0,0.0,0,0,0,4.7
876,876,Python Real World Data Science Mega Project: Car Buyer App,270,19,1,12.202,1,1,1,639.9,0,7,52,7.516666666666667,Tarkan A Guner,26820.0,5,4.1,0,0.0,0.0,0.0,0,0,0,4.5
877,877,Machine Learning Full Course with 4 LIVE SOFWARE Project,5235,19,1,2.2022,1,1,1,69.9,1,1,11,6.4,Sunand Sharma,7087.0,2,4.0,0,0.0,0.0,0.0,0,0,0,3.7
878,878,Exploratory Data Analysis with R,101,19,1,1.202,1,1,1,349.9,1,7,37,4.7,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,0,0,0,4.2
879,879,Mastering Unsupervised Learning with Python,210,19,1,8.2018,1,1,1,349.9,1,3,23,3.8666666666666667,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,0,0,0,3.5
880,880,Practical Python Wavelet Transforms (I): Fundamentals,2265,19,1,4.2022,1,1,1,69.9,1,4,18,2.15,Dr. Shouke Wei,2563.0,5,4.1,0,0.0,0.0,0.0,0,0,0,4.1
881,881,Practical Machine Learning with Python,322,19,1,10.202,1,1,1,69.9,1,10,164,12.4,Arunachala Damodar,27252.0,3,4.5,0,0.0,0.0,0.0,0,0,0,4.4
882,882,Statistics & Probability for Data Science - 25+ Projects,250,19,1,1.2023,1,1,1,699.9,1,7,128,20.083333333333332,Manifold AI Learning ®,19197.0,7,4.4,0,0.0,0.0,0.0,0,0,0,4.6
883,883,Climate Change Economics using Data Science,57,18,1,1.2023,1,1,0,179.9,1,11,23,4.483333333333333,Dr. Giannelos,3202.0,18,4.9,0,0.0,0.0,0.0,0,0,0,4.9
884,884,Master Deep Learning using Case Studies : Beginner-Advance,264,18,1,12.202,1,1,1,349.9,1,24,243,34.38333333333333,Geekshub Pvt Ltd,4059.0,5,4.3,0,0.0,0.0,0.0,0,0,0,4.4
885,885,Build a Web Scraper with Python,92,18,1,7.2021,1,1,1,349.9,1,2,35,2.6666666666666665,Mustafa Alawi,6002.0,265,4.1,0,0.0,0.0,0.0,1,0,0,4.0
886,886,Making sense of your gene expression data with Cytoscape,346,18,1,8.2022,1,1,1,69.9,1,6,14,0.8,"Melinda Barkhuizen, PhD, PMP",945.0,3,4.1,0,0.0,0.0,0.0,1,0,0,4.1
887,887,Reinforcement Learning with R: Algorithms-Agents-Environment,88,18,1,3.2019,1,1,1,349.9,1,3,47,6.233333333333333,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,0,0,0,3.9
888,888,Breaking into Data Science & Machine Learning with Python,379,19,1,10.2022,1,1,1,69.9,1,16,110,22.25,Dr. KM Mohsin,379.0,1,4.9,0,0.0,0.0,0.0,0,0,0,4.9
889,889,Octave for Data Scientists,133,18,1,3.2019,1,1,1,349.9,1,2,57,6.416666666666667,eduCode Forum,80246.0,8,3.5,0,0.0,0.0,0.0,0,0,0,4.0
890,890,Spark Machine Learning Project (House Sale Price Prediction),115,18,1,11.2022,1,1,1,69.9,1,3,15,1.3833333333333333,Bigdata Engineer,62633.0,23,3.9,0,0.0,0.0,0.0,0,0,0,4.3
891,891,Natural Language Processing Fundamentals,114,18,1,6.2019,1,1,1,349.9,1,8,48,6.1,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,4.1
892,892,Natural Language Processing From First Principles,238,18,1,6.2021,1,1,1,349.9,1,4,25,3.216666666666667,Phil Tabor,5819.0,4,4.6,0,0.0,0.0,0.0,0,0,0,4.4
893,893,Natural Language Processing Masterclass with Python,3799,18,2,8.2021,1,1,1,319.9,1,5,29,3.25,HotCubator Academy,7492.0,11,4.1,1,9257.0,14.0,4.0,0,0,0,4.5
894,894,Data Analysis with Polars,123,23,1,1.2023,1,1,1,89.9,1,8,63,1.6166666666666667,Liam Brannigan,123.0,1,4.6,0,0.0,0.0,0.0,1,0,0,4.6
895,895,YOLO v4 and TF 2.0,137,18,1,11.202,1,1,0,105.9,1,10,10,1.3666666666666667,Nandakishor M,213.0,1,3.9,0,0.0,0.0,0.0,0,0,0,3.9
896,896,TensorFlow: Artificial Intelligence with TensorFlow: 3-in-1,138,18,1,7.2018,1,1,1,349.9,1,3,61,9.033333333333333,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,3.7
897,897,Learn Machine Learning Maths Behind,3248,18,1,8.2018,1,1,1,349.9,1,2,31,3.4833333333333334,CS PRO,17279.0,6,3.9,0,0.0,0.0,0.0,1,0,0,4.0
898,898,Data Science Projects - Data Analysis & Machine Learning,8137,20,1,1.2023,1,1,1,69.9,1,6,19,1.3666666666666667,Onur Baltacı,29544.0,9,4.4,0,0.0,0.0,0.0,0,0,0,4.3
899,899,Apache Spark and Scala for Cassandra Professionals,212,18,1,11.2021,1,1,1,105.9,0,7,30,4.083333333333333,Sarma Pydipally,3710.0,4,4.6,0,0.0,0.0,0.0,0,0,0,4.8
900,900,A Practical Introduction to  Statistical Machine Translation,73,17,1,3.2018,1,1,0,349.9,1,4,21,3.3833333333333333,Saatviga Sudhahar,73.0,1,2.8,0,0.0,0.0,0.0,0,0,0,2.8
901,901,Data Science Projects with Python,137,17,1,7.202,1,1,1,349.9,1,6,63,6.633333333333333,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,4.6
902,902,Azure Databricks - Build data engineering and AI/ML pipeline,101,17,1,3.2022,1,1,1,105.9,1,12,49,3.7333333333333334,Data chef,175.0,2,3.0,0,0.0,0.0,0.0,0,0,0,2.6
903,903,Deep Learning Fundamentals,5030,17,1,6.2022,1,1,1,349.9,1,7,60,5.933333333333334,Takuma Kimura,20578.0,3,4.4,0,0.0,0.0,0.0,0,0,0,4.8
904,904,Python for Natural Language Processing (NLP),2018,17,1,1.2023,1,1,1,69.9,1,12,36,3.4,Onur Baltacı,29544.0,9,4.4,0,0.0,0.0,0.0,0,0,0,4.3
905,905,Machine Learning for beginners,77,17,1,1.2018,1,1,0,69.9,1,2,7,0.9833333333333333,Uditha Sampath Bandara,16589.0,1,4.3,0,0.0,0.0,0.0,0,0,0,4.3
906,906,Python for Computer Vision: Object (Traffic Sign) Detection,103,17,1,11.2021,1,1,1,89.9,1,4,16,2.4333333333333336,Ibrahim Delibasoglu,4524.0,5,3.7,0,0.0,0.0,0.0,0,0,0,3.7
907,907,Building your own Neural Network from Scratch with Python,2593,18,1,3.2022,1,1,1,69.9,1,5,50,12.516666666666667,Neuralearn Dot AI,9564.0,5,4.4,0,0.0,0.0,0.0,0,0,0,5.0
908,908,Power Your Business with Artificial Intelligence,108,17,1,9.2018,1,1,1,349.9,1,7,54,4.716666666666667,Ken McGuire,108.0,1,4.0,0,0.0,0.0,0.0,0,0,0,4.0
909,909,Data Science Cybersecuity Implementation,128,17,1,3.2019,1,1,1,123.9,1,2,20,1.6,Amine Mehablia,167.0,2,4.3,0,0.0,0.0,0.0,0,0,0,3.9
910,910,"Computer Vision with Deep Learning, OpenCV, YOLO, ResNet50",52,17,1,12.2022,1,1,1,459.9,1,16,76,3.7666666666666666,Vineeta Vashistha,1606.0,6,4.3,0,0.0,0.0,0.0,1,0,0,4.5
911,911,AWS Certified Machine Learning – Specialty,92,18,1,9.202,1,1,1,349.9,1,7,29,1.75,Awser Tribe,92.0,1,4.5,0,0.0,0.0,0.0,0,0,0,4.5
912,912,Learn Machine Learning with Weka,592,17,1,12.2018,1,1,0,349.9,1,1,22,1.2833333333333332,Goh Ming Hui,13989.0,28,3.1,0,0.0,0.0,0.0,0,0,0,2.7
913,913,Data Structures and Algorithms: From Zero to Hero,121,17,1,6.2022,1,1,1,699.9,1,14,55,7.3,Donald Ohara,121.0,1,3.7,0,0.0,0.0,0.0,0,0,0,3.7
914,914,The Ultimate Kafka Streams (3.x) : Real-time Data Processing,137,19,1,10.2022,1,1,1,69.9,1,7,87,7.516666666666667,Alexander Wong,4245.0,6,4.7,0,0.0,0.0,0.0,0,0,0,4.9
915,915,Machine Learning Deployment For Professionals,233,17,1,4.2022,1,1,1,179.9,1,5,46,6.533333333333333,Eduonix Learning Solutions,1250606.0,237,3.9,0,0.0,0.0,0.0,1,0,0,4.2
916,916,Data Management for Retail Dataset using Python and Pandas,17404,16,1,7.2021,1,1,1,349.9,1,2,19,3.7666666666666666,Exam Turf,137454.0,30,4.0,0,0.0,0.0,0.0,0,0,0,4.1
917,917,Python Data Visualization using Seaborn – Intermediate,11135,16,1,7.2021,1,1,1,349.9,1,3,9,1.2,Exam Turf,137454.0,30,4.0,0,0.0,0.0,0.0,0,0,0,4.0
918,918,Advanced Predictive Techniques with Scikit-Learn& TensorFlow,137,16,1,12.2017,1,1,1,349.9,1,5,18,3.7333333333333334,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,4.3
919,919,Sprint the Data Science Interview,101,16,1,12.2018,1,1,0,89.9,1,9,66,1.2166666666666668,Muni Kumar Gopu V R,2429.0,2,3.9,0,0.0,0.0,0.0,0,0,0,3.9
920,920,Machine Learning with Python,114,16,1,5.2017,1,1,1,349.9,1,8,49,5.283333333333333,Stone River eLearning,858397.0,261,4.3,0,0.0,0.0,0.0,0,0,0,3.5
921,921,"Hands-On Machine Learning: Learn TensorFlow, Python, & Java!",257,16,2,1.2019,1,1,1,349.9,1,8,62,8.516666666666667,Mammoth Interactive,381289.0,275,4.3,1,519351.0,304.0,4.3,0,0,0,4.2
922,922,Fundamentals of Python for Data Mining,2249,16,1,6.2018,1,1,0,349.9,1,1,13,2.85,Goh Ming Hui,13989.0,28,3.1,0,0.0,0.0,0.0,0,0,0,3.3
923,923,Artificial Intelligence-Computational Intelligence in Python,83,16,1,1.2022,1,1,1,105.9,1,5,33,3.533333333333333,Dr. Manish Kakar,83.0,1,4.1,0,0.0,0.0,0.0,0,0,0,4.2
924,924,Machine Learning With TensorFlow: The Practical Guide,666,16,2,1.2019,1,1,1,209.9,1,6,41,6.383333333333334,Eduonix Learning Solutions,1250606.0,237,3.9,1,1225208.0,170.0,3.9,1,0,0,3.8
925,925,Level up your career by developing AI Model using TensorFlow,47,17,1,1.2023,1,1,1,539.9,1,14,56,5.166666666666667,comfiny .,6954.0,7,4.2,0,0.0,0.0,0.0,0,0,0,4.2
926,926,Artificial Intelligence #5: MLP Networks with Scikit & Keras,1716,16,1,10.2019,1,1,1,329.9,1,3,22,2.45,Sobhan N.,22210.0,15,3.4,0,0.0,0.0,0.0,0,0,0,4.1
927,927,OpenCV with Python (Computer Vision),73,17,2,11.2022,1,1,1,69.9,1,10,36,4.1,Pooja Dhouchak,73.0,1,4.8,1,73.0,1.0,4.8,0,0,0,4.8
928,928,Machine Learning with Python Basics (For Beginners),69,16,1,11.2022,1,1,0,69.9,1,5,51,5.966666666666667,Mohamed Gamal,1372.0,17,4.6,0,0.0,0.0,0.0,0,0,0,4.7
929,929,The definitive intro to big data science,158,16,1,7.2022,1,1,1,299.9,1,10,57,7.283333333333333,Erik Tromp,214.0,2,4.9,0,0.0,0.0,0.0,0,0,0,5.0
930,930,Artificial Intelligence #3:kNN & Bayes Classification method,1901,16,1,12.2017,1,1,1,329.9,1,3,20,1.95,Sobhan N.,22210.0,15,3.4,0,0.0,0.0,0.0,0,0,0,2.8
931,931,Azure Machine Learning in the cloud without coding,172,16,1,6.2022,1,1,1,349.9,1,1,17,2.4,Dan We,81904.0,63,4.5,0,0.0,0.0,0.0,0,0,0,4.3
932,932,Genetic Algorithm: A to Z with Combinatorial Problems,181,16,1,8.2022,1,1,1,319.9,1,9,97,12.15,Dr. Reza Moghdani,342.0,2,4.7,0,0.0,0.0,0.0,0,0,0,4.7
933,933,Word2Vec: Build Semantic Recommender System with TensorFlow,156,16,2,12.2018,1,1,1,179.9,1,5,14,1.9166666666666665,GoTrained Academy,73754.0,9,3.9,1,156.0,1.0,2.9,1,0,0,2.9
934,934,Learn To Gain Writing Skills Using Artificial Intelligence,2685,16,1,1.202,1,1,1,69.9,1,1,12,1.0833333333333333,Dr. Dheeraj Mehrotra,204239.0,449,3.5,0,0.0,0.0,0.0,0,0,0,4.1
935,935,Data Science 2022:  Data Preprocessing & Feature Engineering,150,17,1,1.2022,1,1,1,69.9,1,10,35,6.15,Anupam Khare,150.0,1,4.8,0,0.0,0.0,0.0,0,0,0,4.8
936,936,Master Internet of Things - IoT |Step-by-Step Guide for 2022,2605,16,1,8.2022,1,1,1,69.9,1,12,141,8.666666666666666,R Tutor,28969.0,57,3.8,0,0.0,0.0,0.0,0,0,1,3.7
937,937,Doing more with Python Numpy,100,16,1,12.2022,1,1,1,105.9,1,5,33,4.283333333333333,Gaurav Singh,2877.0,3,4.4,0,0.0,0.0,0.0,1,0,0,4.4
938,938,Introductory PYTHON for Data Science with Exercises and Quiz,1108,16,1,12.2021,1,1,1,69.9,1,5,18,2.4333333333333336,Biplov Jha,31627.0,6,4.4,0,0.0,0.0,0.0,1,1,0,4.8
939,939,"Machine Learning: Random Forest, Adaboost & Decision Tree",3002,16,2,9.2019,1,1,1,459.9,0,3,22,2.95,Teach Apex,88244.0,8,4.0,1,14697.0,4.0,3.8,0,0,0,3.8
940,940,Deep Learning with Caffe 2 - Hands On!,93,16,1,2.2019,1,1,1,349.9,1,2,59,3.9,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,3.4
941,941,Time Series Analysis with Python 3.x,68,16,1,1.202,1,1,1,349.9,1,5,24,3.3833333333333333,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,3.6
942,942,Data mining with Rattle,89,15,1,3.2021,1,1,1,105.9,1,12,22,1.9833333333333334,Dr. S. Gomathi,89.0,1,4.8,0,0.0,0.0,0.0,0,0,0,4.8
943,943,Demystifying Word Embeddings with fastText and ML,1533,15,1,12.2019,1,1,1,69.9,1,4,18,1.1166666666666667,Evergreen Technologies,15041.0,55,3.5,0,0.0,0.0,0.0,0,0,0,2.9
944,944,NeuroEvolution of Augmenting Topologies NEAT Neural Networks,376,16,1,3.2022,1,1,0,69.9,1,3,8,0.7833333333333333,Ethan Kane,376.0,1,4.5,0,0.0,0.0,0.0,0,0,0,4.5
945,945,Computer Vision and Deep Learning A-Z: Opencv Pytorch python,1021,15,1,2.2022,1,1,1,259.9,1,5,15,1.0,Amar Jeet Kushwaha,1021.0,1,3.2,0,0.0,0.0,0.0,0,0,0,3.2
946,946,Developing Data Science Projects With Google Colab,1822,15,1,12.2021,1,1,1,69.9,1,1,9,0.8833333333333333,Nawas Naziru Adam,2405.0,2,3.4,0,0.0,0.0,0.0,1,0,0,3.3
947,947,Machine Learning: Data Analysis 2017,138,15,1,8.2017,1,1,1,349.9,1,7,20,3.183333333333333,"EDULearning Academy, Inc",6091.0,1,3.1,0,0.0,0.0,0.0,0,0,0,3.1
