,links
596,/course/business-statistics-fundamentals/
597,/course/machine-learning-with-jupyter-notebooks-in-amazon-aws/
598,/course/python-machine-learning-deep-learning-pandas-matplotlib/
599,/course/introductory-statistics-part1-descriptive-statistics/
600,/course/avaya-ip-office-server-kn/
601,/course/learning-path-julia-explore-data-science-with-julia/
602,/course/data-science-bootcamp-with-power-bi-and-python/
603,/course/learnartificialintelligence/
604,/course/practical-neural-networks-and-deep-learning-in-python/
605,/course/deep-learning-with-google-colab/
606,/course/decision-trees-for-machine-learning/
607,/course/datasciencecovid-19-pneumonia-classificationdeep-learning/
608,/course/artificial/
609,/course/big-data-with-scalasparkpyspark-and-aws-a-z-50-hours/
610,/course/text-mining-with-machine-learning-and-python/
611,/course/image-processing-and-computer-vision-with-python-opencv/
612,/course/machine-learning-and-earth-observation-big-data/
613,/course/taming-regex-a-complete-guide-to-regular-expressions/
614,/course/python-data-science-basics-with-numpy-pandas-and-matplotlib/
615,/course/100-exercises-python-data-science-scikit-learn/
616,/course/python-data-mining-and-machine-learning/
617,/course/machine-learning-for-absolute-beginners-level-3/
618,/course/data-modeling-power-bi/
619,/course/creating-online-dashboards-and-storymaps-using-arcgis-online/
620,/course/deep-learning-for-real-world-business/
621,/course/machine-learning-made-easy-beginner-to-advance-using-r/
622,/course/data-science-for-sports/
623,/course/artificial-intelligence-and-machine-learning-fundamentals/
624,/course/statistics-fundamentals-bundled/
625,/course/data-visualization-with-python-and-power-bi/
626,/course/text-analysis-and-natural-language-processing-with-python/
627,/course/linear-regression-with-case-study-in-python-2020/
628,/course/statistics-for-beginners/
629,/course/data-science-machine-learning-naive-bayes-in-python/
630,/course/python-for-data-analysis-and-visualization/
631,/course/nlp-natural-language-processing-in-python-for-beginners/
632,/course/artificial-neural-networks-made-easy/
633,/course/a-beginners-guide-to-data-mining/
634,/course/no-code-machine-learning-with-qlik-automl/
635,/course/dataqc_x/
636,/course/data-science-with-r/
637,/course/python-for-data-science-learn-data-science-from-scratch/
638,/course/learning-pathtensorflow-the-road-to-tensorflow-2nd-edition/
639,/course/statistics-probability-for-data-science-machine-learning/
640,/course/yolov4-object-detection-nano-course/
641,/course/pytorch-deep-learning-with-pytorch-masterclass-2-in-1/
642,/course/latex-for-data-scientists-2020-and-for-non-data-scientists/
643,/course/tensorflow-for-beginners/
644,/course/work-on-machine-learning-project-car-price-prediction/
645,/course/gans_bootcamp/
646,/course/python-for-data-analytics/
647,/course/machine-learning-with-python-for-dummies-the-complete-guide/
648,/course/data-analysis-for-entry-level-job-zero-to-hero-skill-path/
649,/course/imbalanced-learning-the-complete-guide/
650,/course/statistical-data-analysis-using-r/
651,/course/build-real-world-data-science-projects/
652,/course/machine-learning-for-researchers/
653,/course/neural-nets/
654,/course/artificial-neural-networks-theory-hands-on/
655,/course/machine-learning-with-python-data-science-for-beginners/
656,/course/mastering-probability-and-statistics-in-python/
657,/course/data-science-approach-from-scratch/
658,/course/chatgpt-the-complete-guide-from-zero-to-hero/
659,/course/python-numpy-machine-learning-data-science-course/
660,/course/genetic-algorithm/
661,/course/python-for-data-science-machine-learning-zero-to-hero/
662,/course/learn-to-build-machine-learning-project/
663,/course/ra-retail-customer-analytics-and-trade-area-modeling/
664,/course/google-cloud-machine-learning-with-tensorflow/
665,/course/data-science-bootcamp-in-python/
666,/course/python-programming-for-machine-learning-data-analytics/
667,/course/build-microsoft-power-bi-projects/
668,/course/data-visualization-with-python-masterclass-python-a-z/
669,/course/data-analysis-and-statistical-modelling-in-r/
670,/course/machine-learning-and-data-science-with-aws/
671,/course/theoreritcalml1/
672,/course/unsupervised-machine-learning/
673,/course/train-and-deploy-deep-learning-models/
674,/course/machine-learning-and-deep-learning-a-z-hands-on-python/
675,/course/semantic-search-engine-using-sentence-bert/
676,/course/100-exercises-python-programming-data-science-pandas/
677,/course/the-complete-healthcare-artificial-intelligence-course-2021/
678,/course/machine-learning-with-python-r/
679,/course/predictive-analytics-with-r/
680,/course/ai-machine-learning-complete-course/
681,/course/machine-learning-data-science-masterclass/
682,/course/python-reportlab-from-beginner-to-winner/
683,/course/building-big-data-pipelines-with-pyspark-mongodb-bokeh/
684,/course/hands-on-reinforcement-learning-with-python/
685,/course/computer-vision-face-mask-detection-with-deep-learning/
686,/course/machine-learning-on-videos-using-python/
687,/course/seaborn-beginners-examturf/
688,/course/practical-foundations-of-r-programming/
689,/course/curiosity-driven-deep-reinforcement-learning/
690,/course/awk-tutorial/
691,/course/machine-learning-step-by-step-guide/
692,/course/introduction-to-r-programming-learn-r-syntax-by-example/
693,/course/cryptocurrency-data-visualization-bitcoin-price-prediction/
694,/course/efficient-r-programming-with-the-tidyverse/
695,/course/artificial-intelligence-bootcamp-in-r/
696,/course/big-data-analytics/
697,/course/nlp-natural-language-processing/
698,/course/azure-machine-learning-bootcamp/
699,/course/python-pandas-data-manipulation-and-analysis/
700,/course/data-science-machine-learning-and-deep-learning-with-python/
701,/course/the-complete-machine-learning-data-science-course-in-python/
702,/course/predicting-diabetes-on-diagnostic-using-machine-learning-examturf/
703,/course/deep-learning-with-python-course/
704,/course/learning-path-matlab-powerful-machine-learning-with-matlab/
705,/course/advanced-apache-spark-for-data-scientists-and-developers/
706,/course/machine-learning-intro-for-python-developers/
707,/course/the-complete-machine-learning-and-data-science-course-in-r/
708,/course/introduction-to-r-programming-rstudio-for-beginners/
709,/course/complete-datascience-with-python-and-tensorflow/
710,/course/programming-statistical-applications-in-r/
711,/course/machine-learning-for-predictive-maps-in-python-and-leaflet/
712,/course/market-basket-analysis-linear-discriminant-analysis-with-r/
713,/course/python-data-visualization-matplotlib-seaborn/
714,/course/apache-beam-python/
715,/course/get-friendly-with-ai-basics/
716,/course/data-science-and-machine-learning-bootcamp-with-python-and-r/
717,/course/data-science-and-machine-learning-with-java/
718,/course/optimization-with-excel-operations-research-without-coding/
719,/course/real-data-science-problems-with-python/
720,/course/azuredata/
721,/course/r-programming-beginners/
722,/course/hands-on-data-visualization-with-python/
723,/course/ocr-optical-character-recognition-in-python/
724,/course/applied-machine-learning-hands-on-course/
725,/course/machine-learning-using-python-starttech/
726,/course/smtbm-ml-py/
727,/course/excelling-in-machine-learning-using-python/
728,/course/python-basic-to-advance-mhm/
729,/course/python-programming-masterclass-build-real-world-projects/
730,/course/deep-learning-with-pytorch/
731,/course/dataanalysiswithpython/
732,/course/object-detection-with-tensorflow-fast-track-course/
733,/course/data-science-interview/
734,/course/data-mining-unsupervised-learning-using-r/
735,/course/r-complete-machine-learning-solutions/
736,/course/machine-leaning-with-aws/
737,/course/deep-learning-neural-networks-python-keras-for-dummies/
738,/course/geospatial-apis-for-data-science-applications-in-python/
739,/course/advanced-reinforcement/
740,/course/the-python-natural-language-toolkit-nltk-for-text-mining/
741,/course/python-artificial-intelligence-with-python-3-in-1/
742,/course/uncertaintymc/
743,/course/natural-language-processing-building-real-world-projects/
744,/course/introduction-to-machine-learning-for-beginners-a-to-z-2020/
745,/course/natural-language-processing-python/
746,/course/apache-pyspark-3-programming-and-databricks-certification/
747,/course/simplified-all-about-neural-networks/
748,/course/streamlit-for-datascience/
749,/course/scrape-any-website-with-r/
750,/course/ml-dl-interviews/
751,/course/machine-learning-for-algorithmic-trading-bots-with-python/
752,/course/deep-learning-with-python-for-image-classification/
753,/course/advanced-statistics-and-data-mining-for-data-science/
754,/course/modeling-count-data-using-stata/
755,/course/emotion-and-sentiment-analysis/
756,/course/practical-data-science-using-python/
757,/course/numpy-for-data-science-deep-machine-learning/
758,/course/professional-certificate-in-machine-learning/
759,/course/artificial-intelligence-and-iot-naive-bayes/
760,/course/machine-learning-for-beginner-ai-data-science/
761,/course/pyspark-foundation-for-data-engineering-begineers/
762,/course/artificial-intelligence-javascript-create-tic-tac-toe-ai/
763,/course/looker-for-beginners/
764,/course/data-science-and-machine-learning-in-python/
765,/course/data-science-interview-questions-and-answers/
766,/course/master-data-science-analytics-and-become-data-scientist/
767,/course/data-engineering-with-python/
768,/course/practical-data-literacy-masterclass/
769,/course/getting-started-with-ai-and-ml/
770,/course/data-science-with-machine-learning-and-data-analytics/
771,/course/python-projects-python-data-science-with-python-projects/
772,/course/hands-on-data-science-build-real-world-projects/
773,/course/scikit-learn-in-python-for-machine-learning-engineers/
774,/course/awesome-natural-language-processing-tools-in-python/
775,/course/supervised-machine-learning-for-beginners/
776,/course/ai-basic-statistics-basic-python-basic-r-ml-overview/
777,/course/predictive-modeling-with-python-examturf/
778,/course/scientific-computing-with-numpy/
779,/course/pyspark-for-data-science-beginners-examturf/
780,/course/master-deep-learning-for-computer-vision-with-tensorflow-2/
781,/course/easy-analysis-with-tableau/
782,/course/data-analysis-on-aws-glue-athena-quicksight/
783,/course/deep-learning-hindi-python/
784,/course/regression-analysis-in-machine-learning-statistics-in-r/
785,/course/become-a-citizen-data-scientist-marketing-perspective/
786,/course/learn-sql-databases-in-a-weekend/
787,/course/optimization_in_finance/
788,/course/python-programming-essentials-intermediate-to-advanced-class/
789,/course/artificial-intelligence-mastercalss/
790,/course/master-data-engineering-using-gcp-data-analytics/
791,/course/data-science-and-analytics-with-aws-quicksight-and-power-bi/
792,/course/data-science-statistics-python/
793,/course/sagemaker/
794,/course/tensorflow-essentials/
795,/course/data-and-statistics-for-business-and-economics/
796,/course/redwoodassociatesr/
797,/course/kaggle-masterclass/
798,/course/tensorflow-on-googles-cloud-platform-for-data-engineers/
799,/course/tensorflow-with-python-examturf/
800,/course/artificial-intelligence-reinforcement-learning/
801,/course/data-science-hands-on-graduate-admission-prediction-using-ml/
802,/course/introduction-to-python-and-machine-learning/
803,/course/learn-python-for-data-science-w-search-recommender-algos/
804,/course/no-code-no-math-machine-learning/
805,/course/amazon-sagemaker/
806,/course/pandas-beginner-to-advance-2020/
807,/course/a-complete-guide-to-time-series-analysis-forecasting-in-r/
808,/course/k-means-for-cluster-analysis-and-unsupervised-learning-in-r/
809,/course/be-aware-of-data-science/
810,/course/master-machine-learning-and-data-science-with-python/
811,/course/pythonmachinelearning/
812,/course/hands-on-statistical-predictive-modeling/
813,/course/atad-tableau-desktop-certified-associate-practice-exams/
814,/course/deep-learning-neural-nets-with-math-derivations-part-1/
815,/course/r-ultimate-learn-r-for-data-science-and-machine-learning/
816,/course/agile-experiment-analytics/
817,/course/python-solved-interview-ques-on-algorithms-data-structures/
818,/course/r-for-data-science-and-machine-learning/
819,/course/complete-machine-learning-data-science-with-r-programming/
820,/course/machine-learning-project-heart-attack-prediction-analysis/
821,/course/practical-guide-to-alteryx-for-data-science/
822,/course/learn-automated-machine-learning-build-real-world-projects/
823,/course/python-machine-learning-course/
824,/course/data-science-interview-preparation-guide/
825,/course/ai-law-ethics-privacy-by-dr-pavan-duggal/
826,/course/250-exercises-data-science-bootcamp-in-python/
827,/course/yolo-custom-object-detection/
828,/course/the-supervised-machine-learning-course/
829,/course/statsfriend-spss-linear-regression-complete-walkthrough/
830,/course/bio-inspired-artificial-intelligence-algorithms-for-optimization/
831,/course/applied-machine-learning-real-world-projects-using-python/
832,/course/house-price-prediction-using-linear-regression-and-python-examturf/
833,/course/machine-learning-and-deep-learning-using-tensorflow/
834,/course/end-to-end-object-detection-masters/
835,/course/time-series-analysis-real-world-use-cases-in-python/
836,/course/testing-statistical-hypotheses-in-data-science-with-python-3/
837,/course/beginner-to-advanced-how-to-become-a-data-scientist/
838,/course/machine-learning-practical-course-build-real-world-projects/
839,/course/learn-data-science-and-analytics-with-aws-quicksight/
840,/course/dbt-cloud/
841,/course/bitesize_python/
842,/course/sentiment-analysis-with-python-examturf/
843,/course/machine-learning-projects-recommendation-system-website/
844,/course/artificial-intelligence-case-study/
845,/course/convolutional-neural-net-cnn-for-developers/
846,/course/data-science-for-all/
847,/course/data-science-machine-learning-and-analytics-without-coding/
848,/course/hypothesis-testing-using-minitab-and-r/
849,/course/imbalanced-learning-quick-start/
850,/course/data_for_energy_markets/
851,/course/neural-networks-for-autoencoders-and-recommender-systems/
852,/course/document-classification-using-machine-learning/
853,/course/apache-spark-with-scala-useful-for-databricks-certification/
854,/course/data-science-for-business-analytics-and-intelligence/
855,/course/master-clustering-analysis-using-python/
856,/course/the-theory-of-deep-learning/
857,/course/spark-sql-hadoop-for-data-scientists-big-data-analysts/
858,/course/data-visualization-storytelling/
859,/course/data-engineering-for-electrical-energy-systems/
860,/course/genetic-algorithm-concepts-and-working/
861,/course/2021-numpy-pandas-matplotlib-for-machine-learning/
862,/course/2021-numpy-pandas-matplotlib-for-machine-learning/
863,/course/artificial-intelligence-for-robotics-with-nlp-using-python/
864,/course/learning-path-rmaster-data-analysis-visualization-with-r/
865,/course/machine-learning-entrepreneurship/
866,/course/kmeans-clustering/
867,/course/data-visualization-with-python-plotly/
868,/course/building-a-deep-learning-model-and-neural-network-with-keras/
869,/course/python-pandas-data-crash-course/
870,/course/learning-path-from-python-programming-to-data-science/
871,/course/pro-data-science-in-python/
872,/course/aws-healthcare-data-analytics-for-beginners/
873,/course/nlp-chatbots/
874,/course/machine-learning-for-begineers/
875,/course/mysql-tutorial-for-beginners-learn-mysql/
876,/course/deep-learning-foundation-training/
877,/course/natural-language-processing-real-world-use-cases-in-python/
878,/course/complete-microsoft-sql-server-from-scratch-bootcamp/
879,/course/machine-learning-and-data-science-using-python-r/
880,/course/natural-language-processing-with-machine-learning-in-python/
881,/course/tableau-dashboard-for-beginners/
882,/course/big_data/
883,/course/geopolitics-data-science/
884,/course/machine-learning-made-easy-beginner-to-expert-using-python/
885,/course/google-colab-crash-course/
886,/course/deep-learning-in-practice-iii/
887,/course/build-machine-learning-projects/
888,/course/python-for-data-analysis-beginner-to-advanced/
889,/course/complete-outlier-detection-algorithms-a-z-in-data-science/
890,/course/ml-bootcamp/
891,/course/support-vector-machine-with-python-from-scratch/
892,/course/natural-language-processingnlp-with-python-and-nltk/
893,/course/customer-choice-modeling-with-r/
894,/course/machine-learning-basics-practical-linear-regression-in-r/
895,/course/nlp_natural_language_processing_python_beginners/
896,/course/high-resolution-generative-adversarial-networks/
897,/course/numpy-python-programming-language-library-from-scratch-a-ztm/
898,/course/data-visualization-in-python-using-seaborn-library/
899,/course/deep-learning-python-keras/
900,/course/ultimate-machine-learning-techniques-with-python/
901,/course/data-visualization-and-data-analysis-origin-and-originpro/
902,/course/cluster-analysis-unsupervised-machine-learning-in-r/
903,/course/r-programming-hacks-and-automation/
904,/course/learn-power-query-with-microsoft-power-bi/
905,/course/data-science/
906,/course/learning-path-tensorflow-computer-vision-with-tensorflow/
907,/course/machine-learning-with-python-predicting-customer-churn/
908,/course/machine-learning-terminology-and-process/
909,/course/data-visualization-in-python/
910,/course/apache-spark-with-pyspark/
911,/course/deep-learning-101/
912,/course/data-science-with-ml-ai-gui-vui-with-libraries-of-python-mishri/
913,/course/quality-risk-management-in-clinical-trials/
914,/course/learn-natural-language-processing-with-corenlp-in-java/
915,/course/ocr-for-smart-data-extraction-from-pdf-and-images-with-ner/
916,/course/dd-innovations-ml-ds-python-all/
917,/course/learn-object-detection-counting-tracking-with-dl-ml/
918,/course/advanced-rl-pg/
919,/course/python_oop/
920,/course/complete-machine-learning-bootcamp/
921,/course/mastering-big-data-analytics-with-pyspark/
922,/course/regression-classification-with-machine-learning-in-r/
923,/course/telecom-customer-churn-prediction-in-apache-spark-ml/
924,/course/text-classification-with-fasttext-and-machine-learning/
925,/course/ml-with-python-e/
926,/course/disease-prediction-2-mini-projects-in-apache-sparkml/
927,/course/deep-learning-learn-cnns/
928,/course/logistic-regression-decision-tree-and-neural-network-in-r/
929,/course/learning-path-java-natural-language-processing-with-java/
930,/course/computer-vision-and-nlp-with-aws-machine-learning-and-python-boto3/
931,/course/deep-learning-application-for-earth-observation/
932,/course/numpy-for-data-science-and-machine-learning-in-python/
933,/course/machine-learning-with-projects-on-retail-marketing-analytics/
934,/course/machine-learning-prerequisites-for-2021/
935,/course/kaggle-master-with-heart-attack-prediction-kaggle-project/
936,/course/introduction-to-ml-classification-models-using-scikit-learn/
937,/course/python-for-machine-learning/
938,/course/machine-learning-for-finance/
939,/course/avaya-self-service-fundamentals/
940,/course/advanced-deep-qnetworks/
941,/course/basic-statistics-and-data-mining-for-data-science/
942,/course/data-science-with-python-a-complete-guide-3-in-1/
943,/course/tensorflow-hub-deep-learning-computer-vision-nlp/
944,/course/opencv-project/
945,/course/fundamentals-of-image-processing-using-python-and-opencv/
946,/course/dummy-variable-regression-and-conjoint-analysis-using-r/
947,/course/applied-ml-build-nlp-text-embeddings-using-python/
948,/course/opencv-master-opencv-3-application-development-using-python/
949,/course/machine-learning-ai-and-data-science-without-programming/
950,/course/genetical-algorithms-vp/
951,/course/google-bigquery-class/
952,/course/hands-on-introduction-to-artificial-intelligenceai/
953,/course/qlik-sense-recipes/
954,/course/microsoft-power-bi-practice-tests-and-interview-questions/
955,/course/getting-started-with-decision-trees/
956,/course/statistics-mathematics-for-data-science-in-python/
957,/course/machine-learning-with-python-intelligent-gaming-robot/
958,/course/data-science-for-the-beginner/
959,/course/artificial-intelligence-1-linear-multilinear-regression/
960,/course/python-for-data-science-and-machine-learning-bootcamp-d/
961,/course/the-ultimate-beginners-guide-to-fuzzy-logic-in-python/
962,/course/machine-learning-data-science-in-python/
963,/course/complete-virtual-reality-artificial-intelligence-in-unity/
964,/course/data-analytics-real-world-case-studies-using-python/
965,/course/pandas-numpy-python-programming-language-libraries-a-ztm/
966,/course/data-science-methodology-in-action-using-dataiku/
967,/course/plunge-into-deep-learning/
968,/course/comprehensive-guide-to-artificial-intelligence-for-everyone/
969,/course/data-science-for-ecommerce/
970,/course/docker-containers-data-science-reproducible-research/
971,/course/master-numpy-foundation-and-practice-challenging-exercises/
972,/course/tuning-apache-spark-powerful-big-data-processing-recipes/
973,/course/data-storytelling-art-to-science/
974,/course/modern-natural-language-processingnlp-using-deep-learning/
975,/course/kaggle-get-the-best-data-science-machine-learning-profile/
976,/course/learn-r-programming-and-data-science-through-exercises/
977,/course/militaryds/
978,/course/r-complete-data-visualization-solutions/
979,/course/supervised-learning-for-ai-with-python-and-tensorflow-2/
980,/course/hands-on-neural-networks-from-scratch-for-absolute-beginners/
981,/course/intro-to-data-science-using-python-your-best-starting-point/
982,/course/chatgptcourse/
983,/course/big-data-analytics-with-pyspark-tableau-desktop-mongodb/
984,/course/employee-attrition-prediction-in-apache-spark-ml/
985,/course/24h-pro-data-science-in-r/
986,/course/predicting-titanic-survivals-using-logistic-regression-examturf/
987,/course/python-machine-learning-sc/
988,/course/data-manipulation-in-r-with-dplyr/
989,/course/artificial-neural-networks-tutorial-theory-applications/
990,/course/real-world-automated-machine-learning-projects/
991,/course/artificial-neural-networks-tutorial-theory-applications/
992,/course/data-manipulation-in-r-with-dplyr/
993,/course/mining-and-analyzing-linkedin-data/
994,/course/pytorch-ultimate/
995,/course/hands-on-transfer-learning-with-tensorflow-20/
996,/course/machine-supervised-learning-regression/
997,/course/building-real-world-books-recommendation-engine-with-python/
998,/course/machine-learning-in-the-elastic-search/
999,/course/spatial-data-visualization-and-machine-learning-in-python/
1000,/course/python-big-data-analytics-and-data-science/
1001,/course/machine-learning-with-java-and-weka/
1002,/course/machine-learning-self-driving-cars/
1003,/course/machine-learning-and-data-science-in-stata/
1004,/course/streamlit/
1005,/course/deep-learning-masterclass-with-tensorflow-2-over-15-projects/
1006,/course/ai-app-streamlit-python/
1007,/course/dataforensicsclass/
1008,/course/fraud-analytics-in-banking-and-credit-using-machine-learning-examturf/
1009,/course/ai-master-class/
1010,/course/digital-twins-philosophy-for-the-new-digital-revolution/
1011,/course/learn-data-visualization-with-python-plotly-and-power-bi/
1012,/course/data-science-ml-python/
1013,/course/artificial-intelligence-machine-learning-digital-marketing/
1014,/course/azure-machine-learning-studio/
1015,/course/natural-language-processing-bootcamp/
1016,/course/social-network-analysissna-and-graph-analysis-using-python/
1017,/course/python-for-data-science-numpy-pandas-exercises/
1018,/course/learning-sparklyr-basics/
1019,/course/deep-learning-by-tensorflow-tfkeras-keras-using-python/
1020,/course/beginner-to-advanced-guide-on-machine-learning-with-r-tool/
1021,/course/tensorflow-js/
1022,/course/mobile-data-collection-using-odk-open-data-kit/
1023,/course/pyspark-for-data-science-advanced-examturf/
1024,/course/a-comprehensive-guide-to-nltk-in-python-volume-1/
1025,/course/natural-language-processing-nlp-with-nltk-and-scikit-learn/
1026,/course/basics-of-computer-science-and-information-systems-bcsis/
1027,/course/bite-sized-data-science-with-python-introduction/
1028,/course/securing-your-ai-and-machine-learning-systems/
1029,/course/complete-python-3-pandas-data-science-course/
1030,/course/advanced-natural-language-and-image-processing-projects/
1031,/course/the-complete-python-pro-bootcamp-for-data-science-and-ai/
1032,/course/ibm-watson-discovery-fundamentals/
1033,/course/create-deep-learning-computer-vision-apps-using-python-2020/
1034,/course/the-1-python-data-scientist-sentiment-analysis-more/
1035,/course/questions-job-interview-data-scientist/
1036,/course/detect-market-status-with-ai/
1037,/course/machine-learning-with-python-scikit-learn-tensorflow/
1038,/course/ranking-search-results-using-machine-learning/
1039,/course/natural-language-processing-with-python-a-complete-guide/
1040,/course/python3-pandas-datascience-timeseries/
1041,/course/sql-for-data-analytics-and-data-science/
1042,/course/machine-learning-with-apache-spark-3-using-scala/
1043,/course/a-complete-journey-to-web-analytics-using-r-programming-tool/
1044,/course/deep-convolutional-generative-adversarial-networks-dcgan/
1045,/course/oop-data/
1046,/course/complete-data-science-deep-learning-r-data-science-2021/
1047,/course/extra-fundamentals-of-r/
1048,/course/machine-learning-interview-questions-and-answers/
1049,/course/python-for-data-science-numpy-pandas-scikit-learn/
1050,/course/introduction-to-data-science-using-r-programming/
1051,/course/artificial-intelligence-7-genetic-algorithm-optimization/
1052,/course/recommendation-system-with-machine-learning-ai-using-python/
1053,/course/beginning-machine-learning-with-aws/
1054,/course/keras-deep-learning-python/
1055,/course/learn-how-to-extract-web-data-with-python-and-beautiful-soup/
1056,/course/scrape-the-planet/
1057,/course/learn-python-using-amazon-sagemaker/
1058,/course/azure-machine-learning-mlops-mg/
1059,/course/mastering-keras/
1060,/course/real-world-data-science-with-spark-2/
1061,/course/introduction-to-big-data-ai-and-iomt-in-healthcare/
1062,/course/professional-certificate-in-data-engineering/
1063,/course/diarization/
1064,/course/data-science-supervised-machine-learning-bootcamp-in-python/
1065,/course/pyspark-for-data-science-intermediate-examturf/
1066,/course/credit-default-prediction-using-logistic-regression-examturf/
1067,/course/numpy-pandas-python/
1068,/course/machine-learning-projects-for-healthcare/
1069,/course/deep-learning-computer-vision-using-keras-dummies-guide/
1070,/course/descriptive-statistics-using-r-a-practical-introduction/
1071,/course/clean-machine-learning-code/
1072,/course/learning-path-python-advanced-machine-learning-with-python/
1073,/course/full-guide-gpt-3/
1074,/course/building-recommendation-engine-with-python/
1075,/course/data-science-with-r-learn-data-manipulation-with-r/
1076,/course/real-world-machine-learning-projects-with-scikit-learn/
1077,/course/ml-ops-beginner/
1078,/course/real-time-streaming-using-apache-spark-streaming/
1079,/course/python-data-science-and-machine-learning/
1080,/course/machine-learning-with-r-programming/
1081,/course/statistical-modeling-for-data-science/
1082,/course/deep-learning-deep-learning-using-python-for-beginners/
1083,/course/etlpython/
1084,/course/data-wrangling-with-python/
1085,/course/ai-academy-3-learn-artificial-neural-networks-from-a-z/
1086,/course/a-comprehensive-course-on-gis-development-part-1-the-tools/
1087,/course/learn-data-science-and-machine-learning-on-microsoft-azure/
1088,/course/complete-numpy-course/
1089,/course/python-car-advisor-app-real-world-data-science-mega-project/
1090,/course/101-f5-certification-exam/
1091,/course/machine-learning-full-course-with-4-live-sofware-project/
1092,/course/exploratory-data-analysis-with-r/
1093,/course/mastering-unsupervised-learning-with-python/
1094,/course/practical-python-wavelet-transform-i-fundamentals/
1095,/course/practical-machine-learning-with-python/
1096,/course/statistics-probability-for-data-science/
1097,/course/climate-change-economics/
1098,/course/master-deep-learning-using-case-studies-beginner-advance/
1099,/course/build-a-web-scraper-with-python/
1100,/course/cytoscape101/
1101,/course/reinforcement-learning-with-r-algorithms-agents-environment/
1102,/course/breaking-in-to-data-science-with-python/
1103,/course/octave-for-data-scientists/
1104,/course/spark-machine-learning-project-house-sale-price-prediction/
1105,/course/natural-language-processing-fundamentals/
1106,/course/natural-language-processing-from-first-principles/
1107,/course/natural-language-processing-k/
1108,/course/data-analysis-with-polars/
1109,/course/yolov4-and-tf20/
1110,/course/tensorflow-artificial-intelligence-with-tensorflow-3-in-1/
1111,/course/learn-machine-learning-in-a-simple-way-with-math/
1112,/course/data-science-projects/
1113,/course/spark-scala-cassandra/
1114,/course/a-practical-introduction-to-statistical-machine-translation/
1115,/course/data-science-projects-with-python/
1116,/course/azure-databricks-build-data-engineering-and-aiml-pipeline/
1117,/course/deep-learning-artificial-neural-network/
1118,/course/python-natural-language-processing/
1119,/course/machine-learning-for-beginners-azure/
1120,/course/python-for-computer-vision-object-detection/
1121,/course/building-your-own-neural-network-from-scratch-with-python/
1122,/course/power-your-business-with-ai-idea-generation/
1123,/course/data-science-in-cybersecurity-case-studies/
1124,/course/computer-vision-with-deep-learning/
1125,/course/machine-learning-on-amazon-web-services/
1126,/course/learn-machine-learning-with-weka/
1127,/course/data-structures-and-algorithms-from-zero-to-hero/
1128,/course/the-ultimate-kafka-streams-3x-real-time-data-processing/
1129,/course/machine-learning-deployment-for-professionals/
1130,/course/data-management-for-retail-dataset-using-python-and-pandas-examturf/
1131,/course/seaborn-intermediate-examturf/
1132,/course/advanced-predictive-techniques-with-scikit-learn-tensorflow/
1133,/course/sprint-the-data-science-interview/
1134,/course/machine-learning-with-python/
1135,/course/seaborn-intermediate-examturf/
1136,/course/mobilemachinelearning/
1137,/course/fundamentals-of-python-for-data-mining/
1138,/course/cipython/
1139,/course/machine-learning-with-tensorflow-practical-guide/
1140,/course/live-human-detection-and-counting-using-tensorflow/
1141,/course/artificial-intelligence-5-mlp-networks-with-scikit-keras/
1142,/course/computer-vision-course-on-opencv/
1143,/course/machine-learning-with-python-basics-for-beginners/
1144,/course/the-definitive-intro-to-big-data-science/
1145,/course/artificial-intelligence-3-knn-bayes-classification-method/
1146,/course/azure-machine-learning-in-the-cloud-without-coding/
1147,/course/genetic-algorithm-a-to-z-with-combinatorial-problems/
1148,/course/tensorflow-word2vec-word-embeddings/
1149,/course/learn-to-gain-writing-skills-using-artificial-intelligence/
1150,/course/data-science-course-data-cleaning-feature-engineering/
1151,/course/master-internet-of-things-iot-step-by-step-guide-for-2021/
1152,/course/doing-more-with-python-numpy/
1153,/course/introductory-python-for-data-science-with-exercises-and-quiz/
1154,/course/random-forest-adaboost-decision-trees-in-machine-learning/
1155,/course/deep-learning-with-caffe-2-hands-on/
1156,/course/time-series-analysis-with-python-3x/
1157,/course/data-mining-with-rattle-s/
1158,/course/demystifying-word-embeddings-with-fasttext-and-ml/
1159,/course/neuroevolution-of-augmenting-topologies-neat/
1160,/course/computer-vision-and-deep-learning-a-z-opencv-pytorch-python/
1161,/course/developing-data-science-projects-with-google-colab/
1162,/course/machine-learning-data-analysis/
1163,/course/machine-learning-practice-tests-and-interview-questions/
1164,/course/master-azure-databricks/
1165,/course/machine-learning-using-r-and-python/
1166,/course/natural-language-processingnlp-using-ml-dltf-in-python/
1167,/course/learn-advance-data-visualization-with-r/
1168,/course/python-data-visualization-using-seaborn-advanced-examturf/
1169,/course/python-build-machine-learning-models-in-6-hours/
1170,/course/dp-100-azure-data-scientist-associate-complete-exam-guide/
1171,/course/excel-power-query-and-m/
1172,/course/introduction-to-database-and-database-management-system/
1173,/course/identify-problems-with-ai-case-study/
1174,/course/learn-the-normal-or-gaussian-distribution/
1175,/course/quick-study-guide-how-to-launch-career-in-data-science/
1176,/course/pandas_real_world-projects_data-analysis-data-science/
1177,/course/develop_streamlit_applications/
1178,/course/beginners-r-programming-data-science-and-machine-learning/
